,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,Venue Type,state
4,5460 Yonge Street #103,Miscellaneous Shop,CA,Toronto,Canada,,308,"['5460 Yonge Street #103', 'Toronto ON', 'Canada']",56ed923f498e3584c5ba1809,"[{'label': 'display', 'lat': 43.777756, 'lng': -79.41477}]",43.777756,-79.41477,Multi Brand Shop, North York,,shop,ON
5,,Flower Shop,CA,Toronto,Canada,Finch Station,543,"['Finch Station', 'Toronto ON', 'Canada']",4eebcb848b81bbbf5b388592,"[{'label': 'display', 'lat': 43.780239, 'lng': -79.416462}]",43.780239,-79.416462,Finch Gift Shop, North York,,shop,ON
6,5650 Yonge St.,Convenience Store,CA,Toronto,Canada,at Finch Ave.,542,"['5650 Yonge St. (at Finch Ave.)', 'Toronto ON M2M 4H5', 'Canada']",4df27943d1649c8a28df7ac7,"[{'label': 'display', 'lat': 43.78020405748315, 'lng': -79.416024684906}]",43.78020405748315,-79.416024684906,Penny Lane Corner Smoke & Variety Shop, North York,M2M 4H5,shop,ON
7,5205 Yonge St.,Hobby Shop,CA,Toronto,Canada,,594,"['5205 Yonge St.', 'Toronto ON', 'Canada']",4b9542fef964a520b99834e3,"[{'label': 'display', 'lat': 43.77039, 'lng': -79.413959}]",43.77039,-79.413959,Keith Hobby Shop, North York,,shop,ON
8,5110 Yonge Street,Medical Center,CA,Toronto,Canada,,855,"['5110 Yonge Street', 'Toronto ON', 'Canada']",56a9141c498e99078342bc04,"[{'label': 'display', 'lat': 43.767819, 'lng': -79.414603}]",43.767819,-79.414603,Talk Shop Clinic, North York,,shop,ON
9,,Coffee Shop,CA,,Canada,,906,['Canada'],50b6489be4b0bcc63e8fff31,"[{'label': 'display', 'lat': 43.767727735373285, 'lng': -79.41273906234696}]",43.767727735373285,-79.41273906234696,Little Italy Coffee Shop, North York,,shop,
10,5576 Yonge St,Cosmetics Shop,CA,North York,Canada,at Finch Ave.,418,"['5576 Yonge St (at Finch Ave.)', 'North York ON M2N 5S2', 'Canada']",4bda67dcc79cc9283fd17ee9,"[{'label': 'display', 'lat': 43.779022375696655, 'lng': -79.41554450824133}]",43.779022375696655,-79.41554450824133,Beauty Boutique by Shoppers Drug Mart, North York,M2N 5S2,shop,ON
11,5576 Yonge St,Pharmacy,CA,North York,Canada,,408,"['5576 Yonge St', 'North York ON M2N 5S2', 'Canada']",5b7ba6e8492814002c134bbc,"[{'label': 'display', 'lat': 43.77898, 'lng': -79.415894}]",43.77898,-79.415894,Shoppers Drug Mart, North York,M2N 5S2,shop,ON
12,4990 Yonge St,Pharmacy,CA,Toronto,Canada,at North York Blvd,1142,"['4990 Yonge St (at North York Blvd)', 'Toronto ON M2N 0A1', 'Canada']",4b281ed6f964a5204f8f24e3,"[{'label': 'display', 'lat': 43.766007070895164, 'lng': -79.41081923680855}]",43.766007070895164,-79.41081923680855,Shoppers Drug Mart, North York,M2N 0A1,shop,ON
13,,Paper / Office Supplies Store,CA,,Canada,,309,['Canada'],4e332d98a809117a2287b13d,"[{'label': 'display', 'lat': 43.773900197491606, 'lng': -79.41340414741417}]",43.773900197491606,-79.41340414741417,Biz Shoppe Ltd., North York,,shop,
14,5184 Yonge Street,Chinese Restaurant,CA,Toronto,Canada,,628,"['5184 Yonge Street', 'Toronto ON', 'Canada']",4b206f3bf964a5203a3224e3,"[{'label': 'display', 'lat': 43.770324885545904, 'lng': -79.41314976988122}]",43.770324885545904,-79.41314976988122,Stop and Seat 一站一座, North York,,shop,ON
15,55 Ellerslie Ave,Residential Building (Apartment / Condo),CA,North York,Canada,,538,"['55 Ellerslie Ave', 'North York ON M2N 1X9', 'Canada']",510c8edae4b0f6276d072573,"[{'label': 'display', 'lat': 43.771072406299275, 'lng': -79.41356904379676}]",43.771072406299275,-79.41356904379676,Heather's Cupcock Shoppe, North York,M2N 1X9,shop,ON
16,4990 Yonge St,Cosmetics Shop,CA,Toronto,Canada,,1116,"['4990 Yonge St', 'Toronto ON M2N 0A1', 'Canada']",5ab3e96ad41bb7292bfc66d6,"[{'label': 'display', 'lat': 43.7658295, 'lng': -79.4123387}]",43.7658295,-79.4123387,Beauty Boutique by Shoppers Drug Mart, North York,M2N 0A1,shop,ON
0,5120 Yonge St.,Library,CA,Toronto,Canada,Park Home Ave.,859,"['5120 Yonge St. (Park Home Ave.)', 'Toronto ON M2N 6L4', 'Canada']",4bca160f937ca593fa13a792,"[{'label': 'display', 'lat': 43.767849994447744, 'lng': -79.41419860296426}]",43.767849994447744,-79.41419860296426,North York Central Library (Toronto Public Library), North York,M2N 6L4,pub,ON
1,35 Church Ave,Elementary School,CA,Toronto,Canada,btwn Doris Ave & Kenneth Ave,432,"['35 Church Ave (btwn Doris Ave & Kenneth Ave)', 'Toronto ON M2N 6X6', 'Canada']",4e1b18eb45dd5191e7c1ff5c,"[{'label': 'display', 'lat': 43.77410726583206, 'lng': -79.41158555630057}]",43.77410726583206,-79.41158555630057,McKee Public School, North York,M2N 6X6,pub,ON
2,,Government Building,CA,Toronto,Canada,,947,"['Toronto ON', 'Canada']",51753d90e4b08243987bb89e,"[{'label': 'display', 'lat': 43.76703047278771, 'lng': -79.4142396193837}]",43.76703047278771,-79.4142396193837,Toronto Public Health, North York,,pub,ON
3,,School,CA,Toronto,Canada,Churchill senelac,933,"['Toronto ON', 'Canada']",4bf6e46e13aed13a8968eaf7,"[{'label': 'display', 'lat': 43.771166658372834, 'lng': -79.42674880788688}]",43.771166658372834,-79.42674880788688,Churchill Public School, North York,,pub,ON
4,,Non-Profit,CA,,Canada,,863,['Canada'],51cae71ce4b0d09086daf0c5,"[{'label': 'display', 'lat': 43.76771082468416, 'lng': -79.41483571967584}]",43.76771082468416,-79.41483571967584,Federation Of Ontario Public Libraries, North York,,pub,
0,5310A Yonge Street,College Academic Building,CA,Toronto,Canada,,332,"['5310A Yonge Street', 'Toronto ON', 'Canada']",5134b8b7e4b08268919a93da,"[{'label': 'display', 'lat': 43.772921, 'lng': -79.414293}]",43.772921,-79.414293,Canadian Academic Succes School, North York,,school,ON
1,80 Church Ave,Nursery School,CA,,Canada,At Kenneth,572,"['80 Church Ave (At Kenneth)', 'M2N 4G1', 'Canada']",55f030a9498e6f3af1c04983,"[{'label': 'display', 'lat': 43.77487829929666, 'lng': -79.4095927476883}]",43.77487829929666,-79.4095927476883,Lansing Co-operative Nursery School & Kindergarten, North York,M2N 4G1,school,
2,35 Church Ave,Elementary School,CA,Toronto,Canada,btwn Doris Ave & Kenneth Ave,432,"['35 Church Ave (btwn Doris Ave & Kenneth Ave)', 'Toronto ON M2N 6X6', 'Canada']",4e1b18eb45dd5191e7c1ff5c,"[{'label': 'display', 'lat': 43.77410726583206, 'lng': -79.41158555630057}]",43.77410726583206,-79.41158555630057,McKee Public School, North York,M2N 6X6,school,ON
3,,Language School,CA,Toronto,Canada,,768,"['Toronto ON M2N 6L4', 'Canada']",5936d04f123a196a4d4b6446,"[{'label': 'display', 'lat': 43.768578757337266, 'lng': -79.41489055983754}]",43.768578757337266,-79.41489055983754,Stafford House English school, North York,M2N 6L4,school,ON
4,100 Princess Ave,High School,CA,Toronto,Canada,Empress & Dudley,1014,"['100 Princess Ave (Empress & Dudley)', 'Toronto ON M2N 3R7', 'Canada']",4bb0ae69f964a52085543ce3,"[{'label': 'display', 'lat': 43.769686340527876, 'lng': -79.40680255359896}]",43.769686340527876,-79.40680255359896,Earl Haig Secondary School, North York,M2N 3R7,school,ON
5,,School,CA,,Canada,,212,['Canada'],4e6618a61838ad3d105cdd42,"[{'label': 'display', 'lat': 43.77707113713509, 'lng': -79.41553678455666}]",43.77707113713509,-79.41553678455666,St. Cyril Catholic School, North York,,school,
6,,Nursery School,CA,Toronto,Canada,Kenneth Ave,510,"['Kenneth Ave', 'Toronto ON M2N 4V9', 'Canada']",598c9974dd84420428480d92,"[{'label': 'display', 'lat': 43.7756249712888, 'lng': -79.41035020326608}]",43.7756249712888,-79.41035020326608,Yorktown Montessori School, North York,M2N 4V9,school,ON
7,8th Floor,College Arts Building,CA,,Canada,,884,"['8th Floor', 'Canada']",524a7b6b11d2b90ce8f9c9d3,"[{'label': 'display', 'lat': 43.783294677734375, 'lng': -79.4161605834961}]",43.783294677734375,-79.4161605834961,School Of Design And Arts - Room A802, North York,,school,
8,,College & University,CA,Toronto,Canada,,764,"['Toronto ON', 'Canada']",4dc034fc6a23e5a549e667e5,"[{'label': 'display', 'lat': 43.76862887430527, 'lng': -79.41479599483121}]",43.76862887430527,-79.41479599483121,Omnicom English School, North York,,school,ON
9,,College Classroom,CA,Toronto,Canada,,574,"['Toronto ON', 'Canada']",50072887e4b0accd721046e3,"[{'label': 'display', 'lat': 43.780438987469495, 'lng': -79.41545983458913}]",43.780438987469495,-79.41545983458913,Future skills private school, North York,,school,ON
10,5 Park Home Avenue,Language School,CA,Toronto,Canada,Yonge and Park Home,762,"['5 Park Home Avenue (Yonge and Park Home)', 'Toronto ON M2N 6L4', 'Canada']",5509e578498e03eff4d6ac0a,"[{'label': 'display', 'lat': 43.768637843878665, 'lng': -79.4148337841034}]",43.768637843878665,-79.4148337841034,Omnicom School of Languages, North York,M2N 6L4,school,ON
11,,School,CA,Toronto,Canada,Churchill senelac,933,"['Toronto ON', 'Canada']",4bf6e46e13aed13a8968eaf7,"[{'label': 'display', 'lat': 43.771166658372834, 'lng': -79.42674880788688}]",43.771166658372834,-79.42674880788688,Churchill Public School, North York,,school,ON
12,,School,CA,Toronto,Canada,,1073,"['Toronto ON', 'Canada']",4c1aae3055e4c9b64d294823,"[{'label': 'display', 'lat': 43.7771144681094, 'lng': -79.42982088409728}]",43.7771144681094,-79.42982088409728,St Antoine Daniel Catholic school, North York,,school,ON
13,,High School,CA,Toronto,Canada,Scarsdale and Ellesmere,989,"['Toronto ON', 'Canada']",4c21983d13c00f47874486de,"[{'label': 'display', 'lat': 43.769915, 'lng': -79.426427}]",43.769915,-79.426427,Willowdale High School, North York,,school,ON
14,,College Arts Building,CA,,Canada,,1140,['Canada'],4be0768f652b0f4764877211,"[{'label': 'display', 'lat': 43.76603522172218, 'lng': -79.41080781501282}]",43.76603522172218,-79.41080781501282,Claude Watson School, North York,,school,
15,5050 Yonge St,College Administrative Building,CA,Toronto,Canada,,1138,"['5050 Yonge St', 'Toronto ON', 'Canada']",4bab5d8af964a520b8a33ae3,"[{'label': 'display', 'lat': 43.76602951334348, 'lng': -79.4108636304489}]",43.76602951334348,-79.4108636304489,Toronto District School Board, North York,,school,ON
16,225 Senlac,Middle School,CA,Toronto,Canada,,1001,"['225 Senlac', 'Toronto ON', 'Canada']",4e8734d3f79018e1597cf628,"[{'label': 'display', 'lat': 43.769767072637364, 'lng': -79.42644654082916}]",43.769767072637364,-79.42644654082916,Willowdale Middle School, North York,,school,ON
17,5075 Yonge street,College Classroom,CA,Toronto,Canada,,921,"['5075 Yonge street', 'Toronto ON M2N 6C6', 'Canada']",4c92a1b8d84a6dcba8643687,"[{'label': 'display', 'lat': 43.76769273973068, 'lng': -79.41235456399878}]",43.76769273973068,-79.41235456399878,Yamaha Music School, North York,M2N 6C6,school,ON
0,#803-5075 Yonge St,College Academic Building,CA,Toronto,Canada,at Hillcrest St,924,"['#803-5075 Yonge St (at Hillcrest St)', 'Toronto ON M2N 6C6', 'Canada']",544f9af5498e954e94e32d0b,"[{'label': 'display', 'lat': 43.76762296550905, 'lng': -79.41247522562057}]",43.76762296550905,-79.41247522562057,Nothern Lights Training College, North York,M2N 6C6,train,ON
0,Hendon Ave,Playground,CA,Toronto,Canada,,702,"['Hendon Ave', 'Toronto ON', 'Canada']",4c45fedc37f6d13ab4ce6196,"[{'label': 'display', 'lat': 43.781032669521636, 'lng': -79.42050541800349}]",43.781032669521636,-79.42050541800349,Hendon Park, North York,,park,ON
1,,Park,CA,Toronto,Canada,,626,"['Toronto ON', 'Canada']",4c0bdb80009a0f4716b2ebbf,"[{'label': 'display', 'lat': 43.769990644835815, 'lng': -79.41903691758742}]",43.769990644835815,-79.41903691758742,Dempsey Park, North York,,park,ON
2,yonge st,Park,CA,Toronto,Canada,park home av,724,"['yonge st (park home av)', 'Toronto ON M2N', 'Canada']",59b9ab7e72475026b94d4fcc,"[{'label': 'display', 'lat': 43.768906, 'lng': -79.415474}]",43.768906,-79.415474,Gibson Park, North York,M2N,park,ON
3,,Park,CA,Toronto,Canada,,436,"['Toronto ON', 'Canada']",4e190a3bb61c8f9ada522633,"[{'label': 'display', 'lat': 43.775961102380485, 'lng': -79.41131543439946}]",43.775961102380485,-79.41131543439946,Northtown Park, North York,,park,ON
4,,Doctor's Office,CA,North York,Canada,,737,"['North York ON', 'Canada']",4edd00b59adfe5cbe24422fb,"[{'label': 'display', 'lat': 43.76885564527531, 'lng': -79.41493217594001}]",43.76885564527531,-79.41493217594001,Park Home Medical Centre, North York,,park,ON
5,1 Pemberton Ave.,Residential Building (Apartment / Condo),CA,Toronto,Canada,,624,"['1 Pemberton Ave.', 'Toronto ON', 'Canada']",4c5b5403857ca5933642c7cb,"[{'label': 'display', 'lat': 43.780634, 'lng': -79.414045}]",43.780634,-79.414045,Park Lane II, North York,,park,ON
6,Lorraine Dr,Playground,CA,Toronto,Canada,,394,"['Lorraine Dr', 'Toronto ON', 'Canada']",4e824406f790103b982deff0,"[{'label': 'display', 'lat': 43.778893577961064, 'lng': -79.41695485104015}]",43.778893577961064,-79.41695485104015,Lorraine Park, North York,,park,ON
7,,Playground,CA,North York,Canada,Bishop and Pemberton,787,"['North York ON', 'Canada']",4c22a81899282d7f6d8867b0,"[{'label': 'display', 'lat': 43.78146233508027, 'lng': -79.41172768413328}]",43.78146233508027,-79.41172768413328,Bishop Park, North York,,park,ON
8,91 Lorraine Dr,Park,CA,Toronto,Canada,,729,"['91 Lorraine Dr', 'Toronto ON M2N 0E5', 'Canada']",4e9255a1003964348e3688e9,"[{'label': 'display', 'lat': 43.777213595959054, 'lng': -79.42539134623841}]",43.777213595959054,-79.42539134623841,Edithvale Park, North York,M2N 0E5,park,ON
9,,Park,CA,,Canada,,911,"['ON M2N 3R5', 'Canada']",57dd747f498ed96224ee493f,"[{'label': 'display', 'lat': 43.76893, 'lng': -79.40965}]",43.76893,-79.40965,Lee Lifeson Music Park, North York,M2N 3R5,park,Ontario
10,,Campground,CA,Cloyne,Canada,,603,"['Cloyne ON', 'Canada']",4e3db204b61cb577be7b4da8,"[{'label': 'display', 'lat': 43.779130645084685, 'lng': -79.41129894437181}]",43.779130645084685,-79.41129894437181,Bon Echo Provincial Park, North York,,park,ON
11,,Playground,CA,Toronto,Canada,,712,"['Toronto ON', 'Canada']",4fb2cfe9e4b0e3115ba06aba,"[{'label': 'display', 'lat': 43.78141931370451, 'lng': -79.4138438704463}]",43.78141931370451,-79.4138438704463,Pemberton park, North York,,park,ON
12,11 Sommerset Way,Park,CA,Toronto,Canada,,509,"['11 Sommerset Way', 'Toronto ON', 'Canada']",4c4cae6de906c928fa49c43a,"[{'label': 'display', 'lat': 43.779548, 'lng': -79.414146}]",43.779548,-79.414146,Sommerset / Grandview Park, North York,,park,ON
13,5140 Yonge St,Coffee Shop,CA,Toronto,Canada,at Park Home Ave,850,"['5140 Yonge St (at Park Home Ave)', 'Toronto ON M2N 6L7', 'Canada']",4aedfeadf964a52005d121e3,"[{'label': 'display', 'lat': 43.7681923488525, 'lng': -79.41302061080933}]",43.7681923488525,-79.41302061080933,Starbucks, North York,M2N 6L7,park,ON
14,,Park,CA,Toronto,Canada,,655,"['Toronto ON', 'Canada']",4dc6dfd9887717c880472c1e,"[{'label': 'display', 'lat': 43.77119084408775, 'lng': -79.4224499275054}]",43.77119084408775,-79.4224499275054,Abbotsford Park, North York,,park,ON
15,North York,Park,CA,North York,Canada,,75,"['North York', 'North York ON', 'Canada']",4e92561d003964348e369856,"[{'label': 'display', 'lat': 43.77589700827808, 'lng': -79.4172477722168}]",43.77589700827808,-79.4172477722168,Kempford Parkette, North York,,park,ON
16,North York Division,Park,CA,North York,Canada,Silverview Dr. & Cushendale Dr.,1024,"['North York Division (Silverview Dr. & Cushendale Dr.)', 'North York ON', 'Canada']",4e88a902d5fbd32cf27fa231,"[{'label': 'display', 'lat': 43.784300673478064, 'lng': -79.41368447108927}]",43.784300673478064,-79.41368447108927,Silverview Park, North York,,park,ON
17,,Park,CA,,Canada,,647,"['ON M2N 3Y2', 'Canada']",5960f999a3061967d00ab83d,"[{'label': 'display', 'lat': 43.77167, 'lng': -79.41045}]",43.77167,-79.41045,Parkview Neighbourhood Garden, North York,M2N 3Y2,park,Ontario
18,Mel Lastman Square,,CA,Toronto,Canada,,886,"['Mel Lastman Square', 'Toronto ON', 'Canada']",4d90bcc8d265236add6d3c17,"[{'label': 'display', 'lat': 43.76742, 'lng': -79.415732}]",43.76742,-79.415732,Parking Tag Operations - North York, North York,,park,ON
19,,Parking,CA,,Canada,,823,['Canada'],4f46a6ede4b0b0b99814a642,"[{'label': 'display', 'lat': 43.78243947837412, 'lng': -79.41373393988471}]",43.78243947837412,-79.41373393988471,Finch Station - East Parking Lot, North York,,park,
20,,Residential Building (Apartment / Condo),CA,,Canada,,335,['Canada'],500fe972e4b049b96339e6a1,"[{'label': 'display', 'lat': 43.77819506543292, 'lng': -79.41528944514691}]",43.77819506543292,-79.41528944514691,Yu Tin's GFs Parking Lot, North York,,park,
21,Kenneth Avenue,Playground,CA,Toronto,Canada,,518,"['Kenneth Avenue', 'Toronto ON M2N', 'Canada']",598498ad2ebb34734f894e7f,"[{'label': 'display', 'lat': 43.777348, 'lng': -79.410849}]",43.777348,-79.410849,Kenneth Parkette, North York,M2N,park,ON
22,,Park,CA,,Canada,,517,['Canada'],502d7f94e4b0543f983f1efb,"[{'label': 'display', 'lat': 43.77246053198221, 'lng': -79.41164523433382}]",43.77246053198221,-79.41164523433382,Mackenzie Parkette, North York,,park,
23,222 grandview,,CA,Toronto Division,Canada,,434,"['222 grandview', 'Toronto Division ON', 'Canada']",4bc0e94a461576b0c7097b32,"[{'label': 'display', 'lat': 43.778565526385464, 'lng': -79.41361301611569}]",43.778565526385464,-79.41361301611569,Metro parking, North York,,park,ON
24,5650 Yonge Street,General Travel,CA,Toronto,Canada,,652,"['5650 Yonge Street', 'Toronto ON', 'Canada']",4f28833de4b0cec78e947d4c,"[{'label': 'display', 'lat': 43.78121494997391, 'lng': -79.416328266212}]",43.78121494997391,-79.416328266212,5650 Yonge Parking Garage, North York,,park,ON
25,15 AllState Parkway,Office,CA,RichmondHill,Canada,,561,"['15 AllState Parkway', 'RichmondHill ON', 'Canada']",4c067e07d3842d7f06aebf41,"[{'label': 'display', 'lat': 43.770588, 'lng': -79.414424}]",43.770588,-79.414424,15 AllState Parkway, North York,,park,ON
26,,Parking,CA,Toronto,Canada,,754,"['Toronto ON', 'Canada']",4e72a74652b145ffbf3ba148,"[{'label': 'display', 'lat': 43.782106237090375, 'lng': -79.417460512886}]",43.782106237090375,-79.417460512886,Finch Station West Parking Lot, North York,,park,ON
0,,Veterinarian,CA,Toronto,Canada,,1060,"['Toronto ON', 'Canada']",4dd551267d8b194450d70103,"[{'label': 'display', 'lat': 43.7816570973056, 'lng': -79.40679155971016}]",43.7816570973056,-79.40679155971016,The Cat Hospital, North York,,hospital,ON
1,,Hospital,CA,,Canada,,566,['Canada'],5162e703e4b0e6bf975c51f2,"[{'label': 'display', 'lat': 43.780444015553044, 'lng': -79.41655361738587}]",43.780444015553044,-79.41655361738587,St. Michael's Hospital, North York,,hospital,
0,30 Ellerslie Avenue,Police Station,CA,Toronto,Canada,at Cantebury Place,425,"['30 Ellerslie Avenue (at Cantebury Place)', 'Toronto ON', 'Canada']",4c2b3ee29a559c748c2a0de2,"[{'label': 'display', 'lat': 43.771837, 'lng': -79.414618}]",43.771837,-79.414618,Toronto Police Service - 32 Division, North York,,police,ON
1,149 Willowdale Ave,Financial or Legal Service,CA,North York,Canada,,838,"['149 Willowdale Ave', 'North York ON M2N 4Y5', 'Canada']",5b29e05e065ef5002cae1f94,"[{'label': 'display', 'lat': 43.76844415079672, 'lng': -79.41253781318665}]",43.76844415079672,-79.41253781318665,Shapiro Legal/X Police Traffic Ticket Toronto, North York,M2N 4Y5,police,ON
0,1900 Yonge Street,Bus Line,CA,Toronto,Canada,,1095,"['1900 Yonge Street', 'Toronto ON M4S 1Z2', 'Canada']",4c801348dc018cfa923fb96c,"[{'label': 'display', 'lat': 43.71339838730024, 'lng': -79.38328913291717}]",43.71339838730024,-79.38328913291717,TTC Bus #11 Bayview, Central Toronto,M4S 1Z2,bus,ON
1,,Bus Line,CA,Toronto,Canada,,742,"['Toronto ON', 'Canada']",4bcda32b511f9521ccddb4c7,"[{'label': 'display', 'lat': 43.69790212635554, 'lng': -79.38594479410605}]",43.69790212635554,-79.38594479410605,TTC Bus #141 - Downtown Express, Central Toronto,,bus,ON
2,,Bus Line,CA,Toronto,Canada,,786,"['Toronto ON', 'Canada']",4e21d9f5d4c0d32590f373e1,"[{'label': 'display', 'lat': 43.704061865438085, 'lng': -79.39828189730645}]",43.704061865438085,-79.39828189730645,TTC Bus #56 - Eglinton East, Central Toronto,,bus,ON
3,,Bus Line,CA,Toronto,Canada,,843,"['Toronto ON', 'Canada']",4cd3f1e3558a3704d80fc4a6,"[{'label': 'display', 'lat': 43.69734972761705, 'lng': -79.39265650223271}]",43.69734972761705,-79.39265650223271,TTC Bus #124 Sunnybrook, Central Toronto,,bus,ON
4,,Bus Line,CA,Toronto,Canada,From Eglinton station,939,"['Toronto ON', 'Canada']",4c13fc2a77cea5938dddcf60,"[{'label': 'display', 'lat': 43.70566810856134, 'lng': -79.40003556756224}]",43.70566810856134,-79.40003556756224,TTC Bus #61 - Avenue Rd, Central Toronto,,bus,ON
5,Davisville,Bus Line,CA,Toronto,Canada,Yonge,918,"['Davisville (Yonge)', 'Toronto ON', 'Canada']",4efcf16fbe7bbcd4f0d104b4,"[{'label': 'display', 'lat': 43.698246662288504, 'lng': -79.39624781802746}]",43.698246662288504,-79.39624781802746,TTC Bus #28 Davisville, Central Toronto,,bus,ON
6,,Bus Line,CA,Toronto,Canada,,959,"['Toronto ON', 'Canada']",4cfecc40d088236a83fa1126,"[{'label': 'display', 'lat': 43.70587801120604, 'lng': -79.40023896916861}]",43.70587801120604,-79.40023896916861,TTC Bus #32 Eglinton West, Central Toronto,,bus,ON
